Track Name,Artist Name(s),Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Low Down,Lil Baby,0.962,0.619,10,-5.562,0.405,0.0354,0,0.083,0.154,127.958
Mac 10,"Trippie Redd,Lil Baby,Lil Duke",0.798,0.605,9,-7.186,0.208,0.162,0,0.293,0.806,123.972
Mood Swings,A Boogie Wit da Hoodie,0.941,0.676,4,-5.54,0.0936,0.211,0.00000464,0.0986,0.93,120.073
My Dawg,"21 Savage,Metro Boomin",0.831,0.532,0,-5.319,0.301,0.0652,0,0.464,0.364,140.105
"Never Recover (Lil Baby & Gunna, Drake)","Lil Baby,Gunna,Drake",0.753,0.686,1,-5.415,0.284,0.0677,0,0.193,0.886,132.055
NO BYSTANDERS,Travis Scott,0.731,0.811,1,-3.225,0.0712,0.0204,0,0.411,0.426,147.045
No Sucker (feat. Moneybagg Yo),"Lil Baby,Moneybagg Yo",0.9,0.846,0,-4.884,0.224,0.025,0,0.204,0.851,129.966
No Type,Rae Sremmurd,0.891,0.486,6,-7.803,0.159,0.0158,0.00000378,0.0925,0.239,125.01
Odee,A Boogie Wit da Hoodie,0.854,0.48,9,-7.388,0.293,0.208,0,0.127,0.293,86.049
Off-White (feat. Lil Keed),"Lil Gotit,Lil Keed",0.91,0.442,1,-8.876,0.183,0.0115,0,0.263,0.261,116.12
Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),"Lil Baby,Gunna,Lil Durk,NAV",0.859,0.506,10,-8.115,0.418,0.105,0,0.113,0.153,140.973
Oh Okay (feat. Young Thug & Lil Baby),"Gunna,Young Thug,Lil Baby",0.889,0.516,8,-8.852,0.327,0.372,0,0.0926,0.732,140.005
Ok Alright (feat. ScHoolboy Q),"Travis Scott,ScHoolboy Q",0.53,0.661,8,-5.507,0.083,0.141,0.00018,0.123,0.149,122.482
Outta Sight Outta Mind,Gunna,0.93,0.264,4,-15.286,0.479,0.163,0,0.0924,0.462,121.027
Pedestrian,Gunna,0.736,0.578,7,-7.387,0.129,0.0906,0.00000158,0.319,0.133,172.96
PTSD,"G Herbo,Juice WRLD,Lil Uzi Vert,Chance the Rapper",0.883,0.808,1,-3.158,0.183,0.0317,0,0.207,0.805,119.012
The Race - Remix,"Tay-K,21 Savage,Young Nudy",0.75,0.548,9,-6.288,0.358,0.00619,0,0.156,0.377,160.084
Ready (feat. Gunna),"Lil Baby,Gunna",0.793,0.395,1,-5.578,0.385,0.277,0.000014,0.109,0.129,77.027
RIP Luv,"21 Savage,Metro Boomin",0.63,0.399,5,-9.869,0.178,0.105,0.174,0.234,0.0657,183.016
Rubbin off the Paint,YBN Nahmir,0.587,0.691,1,-8.893,0.334,0.00298,0,0.187,0.416,107.996
Secure The Bag,Lil Uzi Vert,0.803,0.719,0,-4.485,0.392,0.344,0,0.425,0.549,129.945
Shining (feat. Beyoncé & Jay-Z),"DJ Khaled,Beyoncé,JAY-Z",0.768,0.807,2,-5.508,0.106,0.053,0.00000299,0.214,0.575,112.001
Silly Watch,Lil Uzi Vert,0.903,0.535,8,-6.238,0.286,0.0298,0,0.0851,0.157,130.117
Sold Out Dates (feat. Lil Baby),"Gunna,Lil Baby",0.817,0.556,4,-7.178,0.14,0.469,0,0.131,0.314,126.991
Space Cadet (feat. Gunna),"Metro Boomin,Gunna",0.901,0.464,5,-9.789,0.0645,0.368,0.0000171,0.238,0.638,109.004
Start Wit Me (feat. Gunna),"Roddy Ricch,Gunna",0.886,0.479,4,-8.054,0.334,0.077,0,0.135,0.408,130.029
Sum 2 Prove,Lil Baby,0.827,0.552,4,-7.571,0.274,0.0169,0,0.122,0.408,124.011
Swang,Rae Sremmurd,0.681,0.314,8,-9.319,0.0581,0.2,0.00000982,0.1,0.166,139.992
Talkin,YBN Nahmir,0.882,0.625,9,-8.878,0.293,0.0677,0,0.482,0.935,129.965
This Week,Lil Baby,0.891,0.525,10,-7.666,0.214,0.00214,0,0.0887,0.15,133.126
Tip Toe (feat. A Boogie Wit da Hoodie),"Roddy Ricch,A Boogie Wit da Hoodie",0.757,0.673,1,-8.513,0.141,0.095,0,0.338,0.574,92.958
Top Off,Gunna,0.906,0.395,1,-11.277,0.206,0.0103,0.000195,0.117,0.376,146.056
Turks (feat. Travis Scott),"NAV,Gunna,Travis Scott",0.893,0.618,7,-4.425,0.112,0.0827,0,0.542,0.389,119.099
Underdog (Lil Baby & Gunna),"Lil Baby,Gunna",0.791,0.735,5,-4.764,0.16,0.0427,0,0.134,0.497,144.985
Video Girl,Don Toliver,0.87,0.567,8,-6.278,0.123,0.159,0,0.102,0.369,117.97
Watching Me (with Rae Sremmurd & Kodak Black),"Mike WiLL Made-It,Rae Sremmurd,Kodak Black",0.772,0.879,2,-3.423,0.0395,0.0219,0,0.148,0.431,139.972
Wat U On (feat. Gunna),"Moneybagg Yo,Gunna",0.835,0.468,1,-6.97,0.239,0.029,0,0.245,0.401,126.072
We Paid (feat. 42 Dugg),"Lil Baby,42 Dugg",0.926,0.542,1,-5.064,0.293,0.135,0,0.0877,0.564,135.14
WHO? WHAT!,Travis Scott,0.834,0.731,10,-5.603,0.0566,0.0462,0,0.0731,0.681,140.001
Wild Dogs,Lil Wayne,0.807,0.519,2,-6.489,0.337,0.0403,0,0.152,0.283,134.867
Word On The Street,Lil Baby,0.888,0.432,10,-9.275,0.0934,0.0562,0,0.112,0.173,99.965
Yes Indeed,"Lil Baby,Drake",0.963,0.346,5,-9.309,0.53,0.0355,0,0.108,0.562,119.957
Young Wheezy (with Gunna),"NAV,Gunna",0.917,0.529,1,-3.785,0.101,0.00998,0,0.0884,0.289,122
Repercussions (with Young Thug),"NAV,Young Thug",0.791,0.769,11,-5.134,0.113,0.00166,0,0.141,0.558,159.951
Ice Tray,"Quality Control,Quavo,Lil Yachty",0.89,0.504,8,-5.444,0.123,0.023,0,0.123,0.222,129.969
Overdue (with Travis Scott),"Metro Boomin,Travis Scott",0.638,0.4,11,-11.212,0.0425,0.733,0.000133,0.334,0.495,150.133
Dreamcatcher (feat. Swae Lee & Travis Scott),"Metro Boomin,Swae Lee,Travis Scott",0.675,0.23,1,-10.363,0.204,0.191,0,0.104,0.101,173.962
Lesbian (feat. Gunna & Young Thug),"Metro Boomin,Gunna,Young Thug",0.8,0.406,6,-8.892,0.268,0.636,0,0.109,0.274,120.999
No Complaints (feat. Offset & Drake) (Bonus),"Metro Boomin,Offset,Drake",0.914,0.572,2,-8.82,0.166,0.0709,0.00237,0.0599,0.203,123.963
"Only You (feat. WizKid, Offset & J Balvin)","Metro Boomin,J Balvin,Wizkid,Offset",0.732,0.69,4,-7.745,0.174,0.538,0.0000937,0.191,0.636,117.157
"No More (feat. Travis Scott, Kodak Black & 21 Savage)","Metro Boomin,Travis Scott,Kodak Black,21 Savage",0.636,0.501,11,-7.26,0.329,0.413,0,0.339,0.196,82.309
No Heart,"21 Savage,Metro Boomin",0.906,0.444,4,-8.692,0.384,0.136,0.0000644,0.173,0.678,140.063
SUN CAME OUT,Gunna,0.827,0.567,5,-10.232,0.155,0.117,0,0.23,0.866,129.98
DOLLAZ ON MY HEAD (feat. Young Thug),"Gunna,Young Thug",0.825,0.458,0,-7.47,0.0577,0.114,0,0.102,0.161,145.115
GREECE (feat. Drake),"DJ Khaled,Drake",0.695,0.343,5,-10.798,0.0432,0.0743,0.00000104,0.107,0.229,85.84
Laugh Now Cry Later (feat. Lil Durk),"Drake,Lil Durk",0.761,0.518,0,-8.871,0.134,0.244,0.0000347,0.107,0.522,133.976
Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),"Lil Yachty,DaBaby,Drake",0.836,0.617,0,-4.363,0.0534,0.17,0,0.319,0.866,138.066
Hotline Bling,Drake,0.891,0.628,2,-7.863,0.0551,0.00258,0.00019,0.0504,0.552,134.966
Kelly Price (feat. Travis Scott),"Migos,Travis Scott",0.745,0.686,4,-5.7,0.0313,0.528,0,0.176,0.437,121.978
Sanguine Paradise,Lil Uzi Vert,0.729,0.603,6,-6.736,0.0666,0.0948,0,0.113,0.207,134.972
Hot (feat. Gunna),"Young Thug,Gunna",0.929,0.631,7,-7.419,0.184,0.0864,0,0.0691,0.433,112.023
Money Longer,Lil Uzi Vert,0.795,0.568,5,-7.817,0.142,0.0541,0,0.108,0.478,136.173
Spaceship (feat. Sheck Wes),"Don Toliver,Sheck Wes",0.724,0.693,7,-5.379,0.0798,0.445,0,0.389,0.713,139.986
All Me,"Drake,2 Chainz,Big Sean",0.67,0.515,1,-6.977,0.397,0.0705,0,0.25,0.422,122.006
"Come On (City Girls, Saweetie feat. DJ Durel)","Quality Control,City Girls,Saweetie,DJ Durel",0.959,0.776,1,-5.457,0.233,0.0565,0,0.225,0.332,107.603
Nightcrawler (feat. Swae Lee & Chief Keef),"Travis Scott,Swae Lee,Chief Keef",0.522,0.728,3,-3.801,0.0323,0.00134,0,0.132,0.18,124.045
goosebumps,Travis Scott,0.841,0.728,7,-3.37,0.0484,0.0847,0,0.149,0.43,130.049
YOSEMITE,Travis Scott,0.785,0.554,0,-6.571,0.0409,0.283,0.0000034,0.116,0.144,128.047
sdp interlude,Travis Scott,0.507,0.586,0,-8.15,0.0586,0.599,0.0544,0.118,0.588,108.164
pick up the phone,"Young Thug,Travis Scott",0.711,0.739,7,-3.804,0.129,0.114,0,0.226,0.43,136.919
90210 (feat. Kacy Hill),"Travis Scott,Kacy Hill",0.402,0.526,9,-6.741,0.0904,0.113,0.00000833,0.105,0.312,81.404
Oh My Dis Side (feat. Quavo),"Travis Scott,Quavo",0.459,0.623,1,-4.45,0.0489,0.352,0,0.131,0.205,126.018
Lithuania (feat. Travis Scott),"Big Sean,Travis Scott",0.676,0.82,7,-5.217,0.0554,0.0493,0,0.615,0.618,152.028
WAKE UP,Travis Scott,0.741,0.645,11,-5.116,0.0963,0.192,0,0.163,0.488,149.07
Heaven Or Hell,Don Toliver,0.65,0.589,11,-8.02,0.0649,0.375,0.0000357,0.128,0.438,160.031
Startender (feat. Offset and Tyga),"A Boogie Wit da Hoodie,Tyga,Offset",0.736,0.622,6,-4.653,0.133,0.0235,0,0.151,0.506,191.971
Love Drugs and Sex,A Boogie Wit da Hoodie,0.762,0.553,5,-7.207,0.112,0.55,0,0.115,0.773,119.973
Skeezers,A Boogie Wit da Hoodie,0.792,0.484,7,-7.801,0.155,0.558,0,0.134,0.353,140.019
Pull Up (feat. NAV),"A Boogie Wit da Hoodie,NAV",0.828,0.37,7,-7.446,0.264,0.487,0,0.119,0.557,149.95
Mamacita (feat. Rich Homie Quan & Young Thug),"Travis Scott,Rich Homie Quan,Young Thug",0.823,0.768,11,-6.21,0.0819,0.0146,0.00000103,0.127,0.216,115.021
Still Trappin' (with King Von),"Lil Durk,King Von",0.877,0.677,5,-4.969,0.356,0.0439,0,0.0986,0.627,144.941
lose,Travis Scott,0.832,0.557,7,-3.947,0.053,0.307,0,0.176,0.279,125.999
Trends,Blaatina,0.796,0.447,7,-11.612,0.426,0.174,0,0.0983,0.672,148
The Voice,Lil Durk,0.534,0.816,5,-2.113,0.106,0.0255,0,0.123,0.131,116.745
Boom Boom Room,Roddy Ricch,0.828,0.543,2,-7.678,0.0865,0.452,0,0.15,0.231,125.989
Uptown (feat. Bun B & Lil Wayne),"Drake,Bun B,Lil Wayne",0.416,0.824,1,-3.075,0.343,0.00391,0,0.104,0.417,85.433
No Frauds,"Nicki Minaj,Drake,Lil Wayne",0.867,0.558,1,-6.975,0.258,0.0884,0.00000405,0.541,0.432,139.061
N 2 Deep,"Drake,Future",0.507,0.429,2,-7.726,0.326,0.0518,0,0.109,0.0744,91
Seeing Green (with Drake & Lil Wayne),"Nicki Minaj,Drake,Lil Wayne",0.573,0.867,5,-2.876,0.168,0.0853,0,0.38,0.231,74.861
Who You Foolin,Gunna,0.916,0.756,0,-7.653,0.188,0.0942,0,0.23,0.756,115.69
Knife Talk (with 21 Savage ft. Project Pat),"Drake,21 Savage,Project Pat",0.849,0.424,5,-9.579,0.324,0.0635,0,0.0834,0.153,145.887
Bora Bora,Lil Durk,0.678,0.623,1,-5.034,0.0828,0.16,0,0.151,0.103,160.018
idk that bitch (feat. G Herbo),"Gunna,G Herbo",0.867,0.647,10,-8.765,0.583,0.04,0,0.131,0.56,77.471
pushin P (feat. Young Thug),"Gunna,Future,Young Thug",0.773,0.422,1,-4.572,0.187,0.00783,0.00693,0.129,0.488,77.502
family ties (with Kendrick Lamar),"Baby Keem,Kendrick Lamar",0.711,0.611,1,-5.453,0.329,0.00575,0,0.231,0.144,134.14
"KEEP GOING (feat. Lil Durk, 21 Savage & Roddy Ricch)","DJ Khaled,Lil Durk,21 Savage,Roddy Ricch",0.665,0.887,11,-2.18,0.173,0.0125,0,0.272,0.622,151.052
FOR FUN,Lil Uzi Vert,0.775,0.461,7,-6.594,0.124,0.157,0,0.0687,0.131,134.028
